SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_09:  I don't think so. I'm your turn if you'd like to try and look for them.
SPEAKER_09:  You notice there were two important points. There was one where this was, and there was one right the base of where each punch is being.
SPEAKER_08:  for his
SPEAKER_09:  and
SPEAKER_09:  Alright, so I finished turning the F-tail? Oh yes. Alright, is all my-
SPEAKER_12:  All my movement bonus action to my intervention. Dense it. I'll just try to go.
SPEAKER_09:  I get it.
SPEAKER_09:  I'll get ahead of it.
SPEAKER_11:  a bush-and-can center.
SPEAKER_12:  Making safe enough.
SPEAKER_11:  getting up is half speed but also that's rough terrain. Correct. That's as far as that one goes. This one here goes back to go towards the back and it only gets that far now.
SPEAKER_09:  Same as kind of like, good up.
SPEAKER_09:  And that's about the full distance they can get.
SPEAKER_09:  Alright, finishing the strikes go. Grog!
SPEAKER_09:  Top of your turn inside Voorak.
SPEAKER_08:  Happy your turn!
SPEAKER_09:  First thing that happens is you take...
SPEAKER_11:  in the wall.
SPEAKER_09:  18 points of acid damage.
SPEAKER_09:  No? None.
SPEAKER_10:  Now that's the biggest thing.
SPEAKER_10:  which gag rock.
SPEAKER_10:  I will go into a frenzy rage. Okay. And I will, with my blood axe, I assume pressing against me. Just for sure. Yeah, I will try and grind against the inside of whatever wet tissue is in here and make reckless attacks from the inside of this. You are welcome.
SPEAKER_09:  inside your side. You are restrained so you're taxi to disadvantage. Reckless cancels it out so you're destroying straight attacks on the screen.
SPEAKER_02:  I'm trying to get that right out of here.
SPEAKER_09:  So three attacks. Get them.
SPEAKER_02:  three
SPEAKER_09:  of this.
SPEAKER_10:  Right, that.
SPEAKER_10:  These great messages, we're going to be able to get my Mr. or not. Uh, negative. Okay. Not on the first one. Um, that is a...
SPEAKER_10:  Now that's an old one. 26 to hit. 26 hits. Okay. Second one, I'll do great weapon master. Okay.
SPEAKER_10:  Natural 20.
SPEAKER_05:  I'm gonna do.
SPEAKER_10:  that might just do it.
SPEAKER_10:  Natural 19 that's awesome
SPEAKER_09:  That'll hit too. All three hit, the central one's critical up from the inside. You can.
SPEAKER_10:  Got the noise.
SPEAKER_04:  19, two.
SPEAKER_09:  Um...
SPEAKER_04:  Yeah, on Graywood for Graywood.
SPEAKER_10:  I think so. Mike, we're gonna do it in 19.
SPEAKER_04:  Yes.
SPEAKER_11:  19.
SPEAKER_10:  Yeah, I might. I'm sorry. Okay. So, let me put this. 2017 plus 1.1.
SPEAKER_05:  subs going ahead.
SPEAKER_10:  That's 24 points of damage with three points of necrotic. Got it. In the second one.
SPEAKER_10:  is that's kind of...
SPEAKER_09:  I'm going to add your brutal critical elements too.
SPEAKER_13:  Oh yeah.
SPEAKER_10:  16.
SPEAKER_10:  back.
SPEAKER_10:  Uhh... ... individual conspiracy.
SPEAKER_05:  Absolutely lace out of right place.
SPEAKER_10:  Click over.
SPEAKER_10:  I think it's just a 61 points of damage on the second one.
SPEAKER_10:  It's a little critical to see.
SPEAKER_10: vert V
SPEAKER_10:  Yes.
SPEAKER_05:  We ask that as...
SPEAKER_10:  of the username
SPEAKER_10:  728.
SPEAKER_10:  see you next week.
SPEAKER_10:  21 on the third one three points in a product.
SPEAKER_10:  Alright, so.
SPEAKER_09:  over a hundred points of damage and that one round against it to make a constitution saving throw. Oh look at that, it fails.
SPEAKER_09:  as it vomits you back up.
SPEAKER_09:  They're kind of prone to the ground next to it as you just carve through its inside and it kind of merges you from there and with it a large like
SPEAKER_09:  splashing spiral of that strange molasses ichrophonian side. But that's your action. You can use your eye for movement to get up if you want. Am I gonna get up?
SPEAKER_05:  and i'm ready
SPEAKER_05:  I am on our own son !!
SPEAKER_05:  I'm gonna get a fuck out of here!
SPEAKER_10:  I'm gonna run towards the...
SPEAKER_10:  I don't know.
SPEAKER_10:  Open-claw structure. Okay, what's your movement? It'll be 25, 50 total, so just 25 left. Okay, 25 left.
SPEAKER_10:  the... and I have a really nice... I don't know if it should slow me down too much with all the crazy.
SPEAKER_09:  I have a radius.
SPEAKER_09:  So yeah, it is so you have more rough train. Oh great, so you, yeah, you can.
SPEAKER_09:  No.
SPEAKER_09:  for this tutorial.
SPEAKER_09:  25 yeah, I guess I guess I'll
SPEAKER_10:  Yeah, I guess I'll stay within the big boys melee if I get you. Yeah, it's right does get one strike against you to rush by for
SPEAKER_09:  Yeah, the strike does go.
SPEAKER_09:  19. That is my easy. All right, you take.
SPEAKER_09:  take 6 points of slashing damage reduced to 3.
SPEAKER_10:  Right.
SPEAKER_09:  I'll use my reaction to take a sm...
SPEAKER_10:  We're gonna go for it.
SPEAKER_10:  Just kills him. 28, no. 30 to hit, no. 32 to hit. That hit.
SPEAKER_05:  I'm sorry.
SPEAKER_10:  12 22. Where was that hit before?
SPEAKER_10:  26 27 points of damage for an across
SPEAKER_09:  How little attention do you play to him when you cut him in half?
SPEAKER_05:  I intend to see you guys...
SPEAKER_10:  And I'll do just the, it gives me 10 points of healing.
SPEAKER_05:  You can't hide blocks. Stop talking to me while I'm doing all this math.
SPEAKER_10:  Oh, that's a tough work.
SPEAKER_05:  that's an important technique.
SPEAKER_05:  swell security
SPEAKER_05:  video.
SPEAKER_05:  NO!
SPEAKER_09:  Wine and may be able to make great
SPEAKER_03:  They crashed again.
SPEAKER_09:  Do you have a character sheet? I have a fiber call. It's 10 temporary athletes.
SPEAKER_10:  which I totally wrote down how many have points I have. Yes I do. Okay. Nice. Yeah. And that 19.
SPEAKER_11:  should have been a crit and you.
SPEAKER_11:  So in the you have so that means you get extra dice as well and then if you can remember what you roll I can't so well actually I was gonna say it's easy because it's just this a standard numbers You just remark you remove that from that
SPEAKER_09:  I can't. Well actually, I was going to say...
SPEAKER_09:  because it's just this.
SPEAKER_09:  standard number.
SPEAKER_10:  benefit.
SPEAKER_10:  following the
SPEAKER_10:  For which one? For the next...
SPEAKER_10:  team.
SPEAKER_11:  was a credit as well.
SPEAKER_10:  I crud on a night's gonna return.
SPEAKER_11:  we're on the bus before... uh I'm not gonna make that it's fun let's play Bik spin hook ball pass go pull
SPEAKER_10:  Great weapon
SPEAKER_09:  Engine. No, screw case scheduling.
SPEAKER_09:  Mm-hmm.
SPEAKER_05:  careful
SPEAKER_09:  Wait, no, no, no, no, no, no, no. It was an extra damage though. Yeah, it's a shimmy knife. No, the 1920 is a fighter ability with the champion.
SPEAKER_10:  I know it. I know it. It was an extra deal.
SPEAKER_05:  Yes, it's Hypot
SPEAKER_09:  And I don't have to have a battle match. Correct, yeah.
SPEAKER_11:  I would never mind this too.
SPEAKER_09:  Good looking at those. You're fine. You killed them. All right, I got the finishes. You were taking a little staking one I had.
SPEAKER_11:  You're fine. No, you killed him. Yeah.
SPEAKER_11:  We're going to grab the finishes. You ordered those taking.
SPEAKER_07:  just
SPEAKER_09:  Scan on your up.
SPEAKER_07:  Don't fuck this up. Don't fuck this up.
SPEAKER_03:  Don't hit something with your hand again.
SPEAKER_02:  I'm not gonna hit, I'm gonna grab. It's exposed.
SPEAKER_02:  I will reach up the hand as my bonus action and pluck it like like
SPEAKER_02:  the woman heard of her now.
SPEAKER_03:  The horse hood.
SPEAKER_02:  the horxley duvet, young.
SPEAKER_02:  So, Mary! Okay. So, as the hand...
SPEAKER_09:  Ok.
SPEAKER_09:  As the hand reaches towards the beacon in the center, you watch as the fingers, the vibrant purple color of your hand begins to turn to a gray, and there is a clashing of our conny here. I need you. Go ahead and roll it in 20 and add your charisma.
SPEAKER_05:  ooh Christmas.
SPEAKER_09:  and it's contested role with...
SPEAKER_05:  here.
SPEAKER_05:  All right, 26.
SPEAKER_05: BS
SPEAKER_09:  20.
SPEAKER_09:  So at the minute that it feels like the spells about to be canceled out, you feel like the threads of your spellcraft beginning to be unwoven. We double your efforts and concentrate. You've prevented gods from escaping your grasp.
SPEAKER_09:  and you push through as this magical hand.
SPEAKER_09:  grips this strange relic and as it does the hand can you see six or seven hands appearing at different sides flashing almost like realities or colliding some hands of different shapes different colors and for a second you see like seven different versions of scammon and six different times.
SPEAKER_08:  one of which he's a ghost, one of which he is a king, one of it.
SPEAKER_09:  And in that moment, you're kind of eyes come back to reality and the hand.
SPEAKER_09:  pulls the beacon free from the center of the tower, at which point the bloody bridge.
SPEAKER_05:  the blade.
SPEAKER_05:  Oh, oh, oh, oh, oh, oh, oh, oh, oh. Yeah.
SPEAKER_09:  Yeah, yeah. Shut it down and you see these glimmering beams of red light kind of...
SPEAKER_09:  They just sent a drift in this space between Ruridis and Exandria.
SPEAKER_07:  Oh, yeah! It's just connected.
SPEAKER_07:  You're so good at it.
SPEAKER_09:  I just like looking at you.
SPEAKER_05:  Just like fucking disconnecting the world.
SPEAKER_05:  get into growth.
SPEAKER_09:  as that happens to.
SPEAKER_09:  the storm above.
SPEAKER_09:  vanishes.
SPEAKER_09:  and all of you have to brace yourself as an incredible wind.
SPEAKER_09:  pushes down upon the battlefield from above. You feel like...
SPEAKER_09:  Hurricane Force winds are suddenly pushing upon the ground and all of you have to steal yourself. A lot of the rubble is cleared out for the moment and pushed to the sides. As you watch the tethered and strangled threads of Exandria's lay lines.
SPEAKER_09:  Begin that
SPEAKER_09:  Relax and return.
SPEAKER_09:  KEL problem Sub Next
SPEAKER_09:  begin to
SPEAKER_09:  I can't change you.
SPEAKER_03:  Can you-
SPEAKER_03:  Oh my god. It's front.
SPEAKER_09:  is rotation around the world. V.
SPEAKER_09:  Rainbow gossamer threads of magic around the world that were on the cusp of tearing themselves apart.
SPEAKER_09:  begin to return.
SPEAKER_09:  to their natural.
SPEAKER_09:  And we're gonna take a break there.
SPEAKER_09:  for the rest of Scanlan's turn.
SPEAKER_11:  to Scanlan's turn.
SPEAKER_09:  Let me see you here in a few minutes.
SPEAKER_08:  All right.
SPEAKER_08:  We interrupt this critical role podcast network broadcast to bring you news of dangerous treasures that lie sealed within the critical role shops. Only the heartiest of adventurers should d-
SPEAKER_09:  There's seek them out.
SPEAKER_09:  In all seriousness though, I'm Matthew Mercer and we've made some very cool things that we really like and hope you will too. If you'd like to support the show, please consider visiting any of our Critical Role online shops through the ShopTap at critwell.com and see if anything catches your eye. Okay, back at the show.
SPEAKER_09:  and welcome back. So as we're jumping in, it is middle of Scanlan's turn after managing to tear the remaining beacon from the center of the Malius key and as such shutting down the bloody bridge and releasing rudis from its...
SPEAKER_09:  arcane locked placement in the sky. Also, the break you rolled less damage than you were supposed to for brutal protocol.
SPEAKER_10:  Good morning everybody.
SPEAKER_10:  Three damage dies an early-old one so the first one was an eight the second one is It's a seven so 15 extra points of damage
SPEAKER_09:  Three damage
SPEAKER_05:  Yeah, I got it. I got it. I got it.
SPEAKER_13:  Listen.
SPEAKER_09:  Done and done.
SPEAKER_09:  So, scan that was your bonus section. What are you doing for your action?
SPEAKER_02:  second.
SPEAKER_02:  Well, as part of the bonus section I can bring, I can move the hand up to 60 feet, so bring it down to you.
SPEAKER_11:  bring it so you can bring it down to you.
SPEAKER_02:  Um .
SPEAKER_02:  hover it maybe.
SPEAKER_02:  over next to the hotel.
SPEAKER_02:  Um.
SPEAKER_02:  I still have an action.
SPEAKER_02:  Shit.
SPEAKER_02:  I do that big piece handle drop.
SPEAKER_02:  But that's okay, I really don't need it any.
SPEAKER_02:  I'll wait but what if I need to grab the...
SPEAKER_02:  They're back to work.
SPEAKER_02:  We're gonna shoot a thought of this.
SPEAKER_03:  We don't know what the back is.
SPEAKER_02:  Not yet.
SPEAKER_07:  Yeah, I should have.
SPEAKER_02:  Yeah, I should have, and so just eating Indian food.
SPEAKER_07:  We also talked as Laura and I think I also have looking objects.
SPEAKER_02:  You guys can go get it right.
SPEAKER_05:  Can go get it, right? It's also okay. It's okay.
SPEAKER_05:  wait. 3
SPEAKER_02:  Okay, then I will...
SPEAKER_02:  drop the beacon.
SPEAKER_02:  . . . . . . . . .
SPEAKER_02:  catch it there.
SPEAKER_02:  and then I will cast an eighth level spell.
SPEAKER_02:  casting.
SPEAKER_02:  I will.
SPEAKER_02:  points at
SPEAKER_02:  That big creature.
SPEAKER_02:  called.
SPEAKER_05:  Let's pull it over. Oh, sorry. You're a scribe. Right.
SPEAKER_02:  Those are my You're a scribe Yeah And I will sing at him Those are doo Uh
SPEAKER_02:  I will sing it him.
SPEAKER_05:  Yay! Yo.
SPEAKER_05:  Miss Anayo!
SPEAKER_02:  Alright , well....
SPEAKER_02:  Scan them sings and you do what I say. I look I cast a dominate monster at him
SPEAKER_05:  Okay. Wow.
SPEAKER_09:  What is the...
SPEAKER_05:  serve up the tents K
SPEAKER_02:  What is the 22?
SPEAKER_05:  20.
SPEAKER_09:  to and it is a wisdom.
SPEAKER_02:  wisdom.
SPEAKER_09:  It is wisdom. It is wisdom. Okay. There is a plus three to this role. A master role in 19 or 20. This is the executive.
SPEAKER_09:  it works, people need harm
SPEAKER_04:  Oh, fantastic.
SPEAKER_02:  What should I have him hit?
SPEAKER_02:  the guy on his back or the worm.
SPEAKER_09:  I mean, he's now dominated by you for the time being.
SPEAKER_09:  He hasn't had his turn yet.
SPEAKER_02:  No, but I have to issue a command. If you do, yeah, yeah. If you do.
SPEAKER_09:  If you don't hit, does it shake?
SPEAKER_10:  to come out of it.
SPEAKER_02:  He gets to roll every time he gets injured. Yes, we can start doing.
SPEAKER_10:  We can start doing you.
SPEAKER_02:  We just weren't doing this. I say so.
SPEAKER_11:  We just weren't doing this.
SPEAKER_04:  I say, I say it goes out. Yeah.
SPEAKER_02:  Oh, X tool...
SPEAKER_04:  Gonnaows this were Manufacturing delicious.
SPEAKER_11:  And as bad.
SPEAKER_02:  Yes, I will tell him to...
SPEAKER_11:  Yes.
SPEAKER_05:  It's fine. Take it.
SPEAKER_02:  to kill anything on its backs.
SPEAKER_05:  Alright.
SPEAKER_02:  Regardless of what it is, just blindly stand.
SPEAKER_05:  I'm at least down.
SPEAKER_05:  No!
SPEAKER_02:  but try to avoid the bear.
SPEAKER_09:  That's your command, try.
SPEAKER_09:  Okay, you're gonna stay put? Are you alone?
SPEAKER_02:  Oh, I'm in the open artyte now.
SPEAKER_02:  I will move my body in front of the up-tell to shield her from harm, but I'll do it in a way where my My backside is like right up against
SPEAKER_12:  Yeah, that's the ground or.
SPEAKER_12:  So here, taking the ring.
SPEAKER_02:  as well.
SPEAKER_02:  No, I don't want to go. No, I don't want to go. Well, the hand grab.
SPEAKER_12:  Thank you very much.
SPEAKER_09:  They hand-grabbed your horse. I'm a horse.
SPEAKER_02:  I'm over.
SPEAKER_09:  So they tell you currently have the beacon in your hand. Mind you, there's no handles on it. So it's like clutching in your hand.
SPEAKER_02:  That looks incredible. Oh, what?
SPEAKER_02:  I didn't know that. Yeah, it's fun.
SPEAKER_09:  Yeah, it's fine. You don't know. That's cool.
SPEAKER_04:  just raw dog in that big deal.
SPEAKER_09:  Alright, it finishes your turn. Finish this going, let's go, let's go. It's now with it. Oh, Zog, let's go. Oh, Zog, go.
